Variable / Field Name,Form Name,Section Header,Field type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dispo_txlimit_cpr,summativeoutcomes,"Care limitations. Obtain data from review of discharge, interim, and transfer summaries.",checkbox,Limitation on CPR (e.g. DNR)? Reason(s)?,"0, No limitations|1, Limitation due to patient goals|2, Limitation due to hospital policy|3, Limitation due to MD decision (outside of crisis management)|8, Limitation for other reason|9, Limitation, reason unknown","Select either ""none"" or all reaons that apply",,,,,"([dispo_txlimit_yn] = ""1"") AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1')))",y,,,,," @NONEOFTHEABOVE = ""0, 9"""
dispo_txlimit_vent,summativeoutcomes,"Care limitations. Obtain data from review of discharge, interim, and transfer summaries.",checkbox,Limitation on intubation (e.g. DNI)? Reason(s)?,"0, No limitations|1, Limitation due to patient goals|2, Limitation due to hospital policy|3, Limitation due to MD decision (outside of crisis management)|8, Limitation for other reason|9, Limitation, reason unknown","Select either ""none"" or all reaons that apply",,,,,"([dispo_txlimit_yn] = ""1"") AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1')))",y,,,,," @NONEOFTHEABOVE = ""0, 9"""
dispo_txlimit_pressors,summativeoutcomes,"Care limitations. Obtain data from review of discharge, interim, and transfer summaries.",checkbox,Limitation on vasopressors? Reason(s)?,"0, No limitations|1, Limitation due to patient goals|2, Limitation due to hospital policy|3, Limitation due to MD decision (outside of crisis management)|8, Limitation for other reason|9, Limitation, reason unknown","Select either ""none"" or all reaons that apply",,,,,"([dispo_txlimit_yn] = ""1"") AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1')))",y,,,,," @NONEOFTHEABOVE = ""0, 9"""
dispo_txlimit_rrt,summativeoutcomes,"Care limitations. Obtain data from review of discharge, interim, and transfer summaries.",checkbox,Limitation on dialysis? Reason(s)?,"0, No limitations|1, Limitation due to patient goals|2, Limitation due to hospital policy|3, Limitation due to MD decision (outside of crisis management)|8, Limitation for other reason|9, Limitation, reason unknown","Select either ""none"" or all reaons that apply",,,,,"([dispo_txlimit_yn] = ""1"") AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1')))",y,,,,," @NONEOFTHEABOVE = ""0, 9"""
meds_hosp_other_oth_dly,dailyassessment,Ventilator check data on calendar day closest to 8 am,text,List other medication(s) given to treat acute illness,,"Separate multiple medications with commas. <br>Do <u>not</u> include medications for chronic illnesses, complications of acute illness (e.g. amiodarone for arrhythmia, heparin for cardiac ischemia or DVT), and hospital supportive care (e.g. nebulizers, sedatives, DVT prophylaxis)",,,,,((([meds_hosp_other_dly(99)] = '1') OR [meds_hosp_other_oth_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))),y,RH,,,,
meds_hosp_remdesivir_dly,dailyassessment,Ventilator check data on calendar day closest to 8 am,yesno,Remdesivir,,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_remdesivir_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
dispo_function,summativeoutcomes,Functional status on discharge. Obtain from review of discharge summary,radio,How does ability to self-care at discharge compare versus before illness?,"1, Same as before illness | 2, Worse than before illness | 3, Better than before illness |9, Unknown",,,,,,"((([dispo] <>"""" AND [dispo]<> ""99"" AND [dispo]<> ""0"") OR [dispo_function]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
dispo_function_walk,summativeoutcomes,Functional status on discharge. Obtain from review of discharge summary,radio,"At discharge, patient able to walk independently (>50’, use of gait aid permitted)? ","1, Yes | 0, No|9, Unknown",,,,,,"((([dispo] <>"""" AND [dispo]<> ""99"" AND [dispo]<> ""0"") OR [dispo_function_walk]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [dispo_function_walk]<> '')))",,,,,,
dispo_function_adls,summativeoutcomes,Functional status on discharge. Obtain from review of discharge summary,radio,"At discharge, patient able to perform ADLs independently? ","1, Yes | 0, No|9, Unknown","ADLs include bathing, dressing, transferring, using the toilet, and eating",,,,,"((([dispo] <>"""" AND [dispo]<> ""99"" AND [dispo]<> ""0"") OR [dispo_function_adls]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [dispo_function_adls]<> '')))",,,,,,
infect_pulm,summativeoutcomes,"Infection status during hospitalization. Obtain data from review of discharge, interim, and transfer summaries.",radio,Did patient have a pulmonary infection?,"0, None | 1, COVID-19 only | 2, Other viral pneumonia(s) only | 3, Bacterial pneumonia(s) only | 4, COVID-19 + bacterial pneumonia(s) | 5, COVID-19 + other viral pneumonia(s) | 6, Other viral pneumonia(s) + bacterial pneumonia(s)",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
infect_nonpulm_yn,summativeoutcomes,"Infection status during hospitalization. Obtain data from review of discharge, interim, and transfer summaries.",checkbox,Did patient have a non-pulmonary infection?,"0, None | 2, Urinary tract | 3, Intraabdominal, gastrointestinal, biliary | 4, CNS/meningitis | 5, Skin and soft tissue | 6, Primary bloodstream/endocarditis | 7, Osteoarticular (bones & joints, discitis) | 8, Other specific non-pulmonary source | 9, Multiple non-pulmonary sources | 10, Non-pulmonary infection, source unclear",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,," @NONEOFTHEABOVE = ""0""  @HIDECHOICE = '9'"
meds_hosp_toci_dly,dailyassessment,Ventilator check data on calendar day closest to 8 am,yesno,Tocilizumab (Actemra),,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_toci_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
dispo_oxygen_level,summativeoutcomes,Organ support at discharge. Obtain from review of discharge summary,radio,Level of new oxygen support,"1, Nasal cannula|3,Simple mask|4, Mask with reservoir|2, HFNC",,,,,,"((([dispo] <>"""" AND [dispo]<> ""99"" AND [dispo]<> ""0"" AND [dispo_oxygen] = ""1"") OR [dispo_oxygen_level]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_tot_acei,summativemeds,Other medications administered at any point during admission,yesno,ACE inhibitors,,"<u>List of ACE inhibitors</u>:<ul><li>Benazapril (Lotensin)<li>Captopril (Captoten)<li>Enalopril (Vasotec)<li>Fosinopril (Monopril)<li>Lisinopril (Prinivil, Zestril)<li>Moexipril (Univasc)<li>Perindopril (Aceon)<li>Quinapril (Accupril)<li>Ramipril (Altace)<li>Trandolapril (Mavik)",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
dispo_vent,summativeoutcomes,Organ support at discharge. Obtain from review of discharge summary,yesno,Discharged on new mechanical ventilation?,Via endotracheal tube or tracheotomy.,"If a patient is chronically ventilator-dependent and is charged on their home support or if patient has a trach but is on arround-the-clock trach collar, answer ""NO""",,,,,"((([dispo] <>"""" AND [dispo]<> ""99"" AND [dispo]<> ""0"") OR [dispo_vent]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_tot_anticoag,summativemeds,Anticoagulants,yesno,Therapeutic anticoagulation,,"<u><i>Therapeutic</i> anticoagulants</u>:<ul><li>IV heparin (continuous infusion)<li>Low molecular weight heparin (LMWH):<ul><li>Enoxaparin (Lovenox) ≥40 mg twice daily); <li>Dalteparin (Fragmin) >5000 units total per day</ul><li>Fondaparinux (Arixtra) ≥5 mg/day<li>Warfarin (Coumadin)<li>Direct oral anticoagulants:<ul><li>Rivaroxaban (Xarelto)<li>Dabigatran (Pradaxa)<li>Apixaban (Eliquis)<li>Exodaban (Savaysa)</ul><li>Bivalruidin<li>Argatroban</ul><b>Does <u>not</u> include low-dose, prophylactic treatment with:</b><ul><li><i>Subcutaneous</i> heparin <li>Enoxaparin (Lovenox)  ≤40 mg daily or ≤30 mg twice daily<li>Dalteparin (Fragmin) ≤5000 units daily<li>Fondaparinux (Arixtra) ≤2.5 mg daily",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
dispo_trach_level,summativeoutcomes,Organ support at discharge. Obtain from review of discharge summary,radio,Level of support via tracheostomy,"1, Ventilator (includes nocturnal-only ventilator)|2, Trach collar with FiO2 >0.4|3, Trach colar with FiO2 ≤0.4|4, Capped","If level of support varying during the day, choose highest level of support on discharge day",,,,,"((([dispo_trach] = ""1"") OR [dispo_trach_level]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_tot_arb,summativemeds,Other medications administered at any point during admission,yesno,Angiotensin receptor blockers (ARBs),,<u>List of angiotensin receptor blockers (ARBs)</u>:<ul><li>Azilsartan (Edarbi)<li>Candesartan (Atacand)<li>Eprosartan (Teveten)<li>Irbesartan (Avapro)<li>Telmisartan (Micardis)<li>Valsartan (Diovan)<li>Losartan (Cozaar)<li>Olmesartan (Benicar),,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_azithro,summativemeds,Antibiotics,yesno,Azithromycin,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_cs_inh,summativemeds,Other medications administered at any point during admission,yesno,Inhaled steroids,,"<u>List of inhaled steroids</u>:<ul><li>Fluticasone (Flovent, Arnuity)<li>Budesonide (Pulmincort)<li>Mometasone (Asmanex)<li>Beclomethasone (QVAR)<li>Flunisolide (QVAR)<li>Ciclesonide (Aerobid)<li>Triamcinolone (Azmacort)</ul><br>Includes only steroids inhaled into lungs, <u><i>not</u></i>nasal steroids inhalers/sprays ",,,,,"((([meds_hosp_tot_cs_yn] = ""1"") OR [meds_hosp_tot_cs_inh]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_tot_icu,summativetreatments,"Summary of ICU care during hospitalization.</h4> If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",radio,Did patient spend any time in an ICU or ICU step-down/intermediate care unit during this admission?,"1, ICU | 2, IMCU/step-down| 0, No","If admitted to both IMCU and ICU, select ICU. <br><br>""ICU"" can include surge, ad hoc,  and temporary ICUs.",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
meds_hosp_tot_cs_iv,summativemeds,Other medications administered at any point during admission,yesno,IV steroids,,"IV methylprednisolone, IV dexamethaosone, IV hydrocortisone",,,,,"((([meds_hosp_tot_cs_yn] = ""1"") OR [meds_hosp_tot_cs_iv]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_tot_cs_po,summativemeds,Other medications administered at any point during admission,yesno,Oral/enteric steroids,,"Prednisone, PO dexamethasone, PO solumedrol, PO prednisolone, PO hydrocortisone",,,,,"((([meds_hosp_tot_cs_yn] = ""1"") OR [meds_hosp_tot_cs_po]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
meds_hosp_tot_cs_yn,summativemeds,Other medications administered at any point during admission,yesno,"Any steroids (oral, IV, or inhaled)",,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_exp_specb,summativemeds,Participation in drug research trial during hospitalization,text,"For blinded studies, list the treatment assignment possibilities/options.",,"<b>Separate treatment arms for the study with a forward slash.</b><ul><li>List all possible assignments (ex. ""azithromycin/hydroxychlorquine"")<li>List placebo as a possible assignment if applicable (ex. ""hydroxychloroquine/placebo"" for ORCHID)<li>Enter ""Unknown"" if one or more possible assignments is unknown (ex. ""Aspirin/Unknown"")",,,,,((([meds_hosp_tot_exp_blind] = '2' OR [meds_hosp_tot_exp_blind] = '3') OR [meds_hosp_tot_exp_specb]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))),y,,,,,
meds_hosp_tot_exp_specu,summativemeds,Participation in drug research trial during hospitalization,text,"For unblinded/open-label studies, list the treatment assignment patient received.",,"Enter drug patient is known to have received (ex. ""Hydroxychloroquine""). Enter ""Unknown"" if study drug not known.",,,,,((([meds_hosp_tot_exp_blind] = '1' OR [meds_hosp_tot_exp_blind] = '3' OR [meds_hosp_tot_exp_blind] = '9') OR [meds_hosp_tot_exp_specu]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))),y,,,,,
meds_hosp_tot_hcq,summativemeds,Participation in drug research trial during hospitalization,yesno,Hydroxychloroquine (plaquenil),,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_lytic,summativemeds,Anticoagulants,yesno,"Fibrinolytic (""lytic"") therapy",,"<u>Includes</u>:<ul><li>Alteplase (AKA ""tPA"" or ""tissue plasminogen activator"")<li>Streptokinase<li>Urokinase<br><br>Exclude doses used just for management of clotted catheters (e.g. ≤8 mg of tPA)",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_nsaid,summativemeds,Other medications administered at any point during admission,yesno,NSAIDs (non-steroidal anti-inflammatory drugs),,"<u>List of NSAIDs</u>:<ul>Aspirin<li>Ibuprofen (Advil, Motrin)<li>Naproxen (Aleve, Naprosyn)<li>Diclofenac (Voltaren)<li>Indomethacin (Indocin)<li>Ketorolac (Toradol)<li>Piroxican (Feldene)<li>Celecoxib (Celebrex)KetoprofenOxaprozinNabumetoneSulindac",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_other_oth,summativemeds,Participation in drug research trial during hospitalization,text,List other medication(s) given to treat acute illness,,"Separate multiple medications with commas. <br>Do <u>not</u> include medications for chronic illnesses, complications of acute illness (e.g. amiodarone for arrhythmia, heparin for cardiac ischemia or DVT), and hospital supportive care (e.g. nebulizers, sedatives, DVT prophylaxis)",,,,,"((([meds_hosp_tot_other(99)]=""1"") OR [meds_hosp_tot_other_oth]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
meds_hosp_tot_otherabx,summativemeds,Antibiotics,yesno,Antibiotics other than azithromycin,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_remdesivir,summativemeds,Participation in drug research trial during hospitalization,yesno,Remdesivir,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),Y,RH,,,,
tx_hosp_tot_o2flow,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",radio,"Maximum O2 flow via NC, face mask, or HFNC","1, 1--5L|2,6-10L|3,11-15L|4, >15L|9, Unknown","Enter maximum O2 flow via NC, face mask, or HFNC during the admission",,,,,"((([tx_hosp_tot_o2therapy] = ""1"") OR [tx_hosp_tot_o2flow]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
tx_hosp_tot_o2mode,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",checkbox,Methods used to provide oxygen support,"1, Nasal cannula|3,Simple mask|4, Mask with reservoir|2, HFNC",Check all boxes that apply,,,,,"([tx_hosp_tot_o2therapy] = ""1"") AND (([enroll_coral] = '1' OR [enroll_coralreef]='1'))",y,,,,,
meds_hosp_tot_toci,summativemeds,Participation in drug research trial during hospitalization,yesno,Tocilizumab (Actemra),,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_tot_vteppx,summativemeds,Anticoagulants,yesno,Prophylactic anticoagulation,,"<u><i>Prophylactic</i> anticoagulants</u>:<ul><li><i>Subcutaneous</i> heparin <li>Enoxaparin (Lovenox)  ≤40 mg daily or ≤30 mg twice daily<li>Dalteparin (Fragmin) ≤5000 units daily<li>Fondaparinux (Arixtra) ≤2.5 mg daily</ul>Used to reduce the risk of DVT and PE. May be referred to as ""DVT prophylaxis"" or ""DVT chemophylaxis.""",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
meds_hosp_vteppx_dly,dailyassessment,Anticoagulants,yesno,Prophylactic anticoagulation,,"<u><i>Prophylactic</i> anticoagulants</u>:<ul><li><i>Subcutaneous</i> heparin <li>Enoxaparin (Lovenox)  ≤40 mg daily or ≤30 mg twice daily<li>Dalteparin (Fragmin) ≤5000 units daily<li>Fondaparinux (Arixtra) ≤2.5 mg daily</ul>Used to reduce the risk of DVT and PE. May be referred to as ""DVT prophylaxis"" or ""DVT chemophylaxis.""",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [meds_hosp_vteppx_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
mrn,baselinecontact,Identifiers & zip code,text,Medical record number (MRN) ,,"Enter ""0"" if site is not submitting MRN",,,,y,((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [mrn]<>'')),y,,,,,
name_first,baselinecontact,Identifiers & zip code,text,First name,,,,,,y,((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [name_first]<>'')),y,,,,,
name_last,baselinecontact,Identifiers & zip code,text,Last name,,,,,,y,((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [name_last]<>'')),y,,,,,
notes1,baselinecontact,Study enrollment,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes10,baselineinitial_labs,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes11,summativeoutcomes,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes112,dailyassessment,,descriptive,Patient enrolled in RED CORAL with detailed data collection. Complete this form on hospital days #1-15 plus day #21 and day #28 plus ICU days #1-14 if these ICU days do not overlap with other listed days.,,,,,,,"(([enroll_coral]=""1"" AND [elig_eval_coral] = '1' AND [enroll_coralreef] = '1'))",,,,,,
notes12,summativediagnostics,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes13,summativecomplications,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes14,summativemeds,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes15,summativetreatments,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes16,baselineinitial_drug_tx,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes17,dailyassessment,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes2,baselinedemographics,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes20,dailyassessment,"Labs closest to 8 am. Enter ""-99"" if data is missing or unavailable. For the following variables with structured formatting, must enter zeroes after a decimal point: Enter ""-99.0"" if missing for: WBC, hemoglobin, lactate, PT, total bilirubin, albumin, potassium. Enter ""-99.00"" if missing for: pH",descriptive,"For intermittent assessments, may enter any available data up until the last prior assessment. Example #1: Patient was admitted (day = 1), underwent day #1 assessment, and you are now performing day #4 assessment. If no data is available for a laboratory item on day #4, enter latest-available data from day #2 or #3. Example #2: Patient was admitted (day = 1), underwent day #1 assessment, had assessment data entered on day #2 because they were admitted to ICU that day, and you are now performing day #4 assessment. If no data is available for a laboratory item on day #4, enter latest-available data from day #3.",,,,,,,"([tx_hosp_inpt_dly] = ""1"" AND [enroll_coral] = ""1"" AND [enroll_coralreef]<>""1"" AND [elig_eval_coral] = '1')",,,,,,
