,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
1150,asq30_o1,asq30_o1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,{'Yes': 18}
1151,asq30_o10,asq30_o10 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 4, 'Yes': 1}"
1152,asq30_o10,asq30_o10 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 13, 'Yes': 5}"
1153,asq30_o2,asq30_o2 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1154,asq30_o2,asq30_o2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 2, 'Yes': 3}"
1155,asq30_o2,asq30_o2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 5, 'Yes': 13}"
1156,asq30_o3,asq30_o3 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1157,asq30_o3,asq30_o3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 1, 'Yes': 4}"
1158,asq30_o3,asq30_o3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 3, 'Yes': 15}"
1159,asq30_o4,asq30_o4 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1160,asq30_o4,asq30_o4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 1, 'Yes': 4}"
1161,asq30_o4,asq30_o4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 8, 'Yes': 10}"
1162,asq30_o5,asq30_o5 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1163,asq30_o5,asq30_o5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 1, 'Yes': 4}"
1164,asq30_o5,asq30_o5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 2, 'Yes': 16}"
1165,asq30_o6,asq30_o6 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1166,asq30_o6,asq30_o6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,{'No': 5}
1167,asq30_o6,asq30_o6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 16, 'Yes': 2}"
1168,asq30_o7,asq30_o7 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1169,asq30_o7,asq30_o7 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 4, 'Yes': 1}"
1170,asq30_o7,asq30_o7 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,17,"{'No': 15, 'Yes': 2}"
1171,asq30_o8,asq30_o8 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1172,asq30_o8,asq30_o8 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 2, 'Yes': 3}"
1173,asq30_o8,asq30_o8 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 13, 'Yes': 5}"
1174,asq30_o9,asq30_o9 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'No': 1}
1175,asq30_o9,asq30_o9 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'No': 4, 'Yes': 1}"
1176,asq30_o9,asq30_o9 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'No': 16, 'Yes': 2}"
1177,asq30_persoc1,asq30_persoc1 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1178,asq30_persoc1,asq30_persoc1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 1, 'Yes': 4}"
1179,asq30_persoc1,asq30_persoc1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Sometimes': 1, 'Yes': 17}"
1180,asq30_persoc1spec,asq30_persoc1spec from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Open and close your mouth.': 1}
1181,asq30_persoc1spec,asq30_persoc1spec from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,3,"{'Blink your eyes.': 0, 'Open and close your mouth.': 3, 'Pat your cheek.': 0, 'Pull on your earlobe.': 0}"
1182,asq30_persoc1spec,asq30_persoc1spec from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,13,"{'Blink your eyes.': 1, 'Open and close your mouth.': 12, 'Pat your cheek.': 0, 'Pull on your earlobe.': 0}"
1183,asq30_persoc2,asq30_persoc2 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1184,asq30_persoc2,asq30_persoc2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 1, 'Sometimes': 1, 'Yes': 3}"
1185,asq30_persoc2,asq30_persoc2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 4, 'Sometimes': 4, 'Yes': 10}"
1186,asq30_persoc3,asq30_persoc3 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1187,asq30_persoc3,asq30_persoc3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 1, 'Yes': 4}"
1188,asq30_persoc3,asq30_persoc3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Sometimes': 3, 'Yes': 15}"
1189,asq30_persoc4,asq30_persoc4 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1190,asq30_persoc4,asq30_persoc4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 3, 'Sometimes': 1, 'Yes': 1}"
1191,asq30_persoc4,asq30_persoc4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 8, 'Sometimes': 8, 'Yes': 2}"
1192,asq30_persoc5,asq30_persoc5 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1193,asq30_persoc5,asq30_persoc5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 1, 'Sometimes': 2, 'Yes': 2}"
1194,asq30_persoc5,asq30_persoc5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 8, 'Sometimes': 6, 'Yes': 4}"
1195,asq30_persoc6,asq30_persoc6 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1196,asq30_persoc6,asq30_persoc6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 2, 'Sometimes': 1, 'Yes': 2}"
1197,asq30_persoc6,asq30_persoc6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 2, 'Sometimes': 2, 'Yes': 14}"
1198,asq30_persoc_concern,asq30_persoc_concern from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'0.00000': 1, 'null': 0}"
1199,asq30_persoc_concern,asq30_persoc_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'0.00000': 4, '1.00000': 1, 'null': 0}"
1200,asq30_persoc_concern,asq30_persoc_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.28)}"
1201,asq30_persoc_count,asq30_persoc_count from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'6.00000': 1, 'null': 0}"
1202,asq30_persoc_count,asq30_persoc_count from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'6.00000': 5, 'null': 0}"
1203,asq30_persoc_count,asq30_persoc_count from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(6.0), 'max': np.float64(6.0), 'mean': np.float64(6.0)}"
1204,asq30_persoc_score,asq30_persoc_score from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'60.00000': 1, 'null': 0}"
1205,asq30_persoc_score,asq30_persoc_score from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'0.00000': 1, '35.00000': 1, '50.00000': 3, 'null': 0}"
1206,asq30_persoc_score,asq30_persoc_score from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(20.0), 'max': np.float64(55.0), 'mean': np.float64(41.11)}"
1207,asq30_persoc_sum,asq30_persoc_sum from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'60.00000': 1, 'null': 0}"
1208,asq30_persoc_sum,asq30_persoc_sum from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'0.00000': 1, '35.00000': 1, '50.00000': 3, 'null': 0}"
1209,asq30_persoc_sum,asq30_persoc_sum from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(20.0), 'max': np.float64(55.0), 'mean': np.float64(41.11)}"
1210,asq30_ps1,asq30_ps1 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1211,asq30_ps1,asq30_ps1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 2, 'Yes': 3}"
1212,asq30_ps1,asq30_ps1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 1, 'Sometimes': 3, 'Yes': 14}"
1213,asq30_ps2,asq30_ps2 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1214,asq33_o10,asq33_o10 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,12,"{'No': 7, 'Yes': 5}"
1215,asq30_ps2,asq30_ps2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 1, 'Sometimes': 1, 'Yes': 3}"
1216,asq30_ps2,asq30_ps2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 2, 'Sometimes': 4, 'Yes': 12}"
1217,asq30_ps3,asq30_ps3 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Yes': 1}
1218,asq30_ps3,asq30_ps3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 1, 'Sometimes': 1, 'Yes': 3}"
1219,asq30_ps3,asq30_ps3 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 1, 'Sometimes': 8, 'Yes': 9}"
1220,asq30_ps4,asq30_ps4 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Sometimes': 1}
1221,asq30_ps4,asq30_ps4 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 3, 'Yes': 2}"
1222,asq30_ps4,asq30_ps4 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 3, 'Sometimes': 5, 'Yes': 10}"
1223,asq30_ps5,asq30_ps5 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Sometimes': 1}
1224,asq30_ps5,asq30_ps5 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 3, 'Sometimes': 1, 'Yes': 1}"
1225,asq30_ps5,asq30_ps5 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,18,"{'Not yet': 3, 'Sometimes': 6, 'Yes': 9}"
1226,asq30_ps6,asq30_ps6 from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,{'Sometimes': 1}
1227,asq30_ps6,asq30_ps6 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'Not yet': 2, 'Sometimes': 2, 'Yes': 1}"
1228,asq30_ps6,asq30_ps6 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,16,"{'Not yet': 8, 'Sometimes': 5, 'Yes': 3}"
1229,asq30_ps_concern,asq30_ps_concern from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'0.00000': 1, 'null': 0}"
1230,asq30_ps_concern,asq30_ps_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'0.00000': 3, '1.00000': 2, 'null': 0}"
1231,asq30_ps_concern,asq30_ps_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.11)}"
1232,asq30_ps_count,asq30_ps_count from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'6.00000': 1, 'null': 0}"
1233,asq30_ps_count,asq30_ps_count from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'6.00000': 5, 'null': 0}"
1234,asq30_ps_count,asq30_ps_count from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(5.0), 'max': np.float64(6.0), 'mean': np.float64(5.89)}"
1235,asq30_ps_score,asq30_ps_score from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'45.00000': 1, 'null': 0}"
1236,asq30_ps_score,asq30_ps_score from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'0.00000': 1, '20.00000': 1, '30.00000': 1, '45.00000': 1, '60.00000': 1, 'null': 0}"
1237,asq30_ps_score,asq30_ps_score from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(20.0), 'max': np.float64(60.0), 'mean': np.float64(41.06)}"
1238,asq30_ps_sum,asq30_ps_sum from form asq and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (24_month_arm_5),categorical,Asq,1,"{'45.00000': 1, 'null': 0}"
1239,asq30_ps_sum,asq30_ps_sum from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,5,"{'0.00000': 1, '20.00000': 1, '30.00000': 1, '45.00000': 1, '60.00000': 1, 'null': 0}"
1240,asq30_ps_sum,asq30_ps_sum from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),continuous,Asq,18,"{'min': np.float64(20.0), 'max': np.float64(60.0), 'mean': np.float64(40.28)}"
1241,asq33_all_concern,asq33_all_concern from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,6,"{'No': 4, 'Yes': 2}"
1242,asq33_all_concern,asq33_all_concern from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,14,"{'No': 8, 'Yes': 6}"
1243,asq33_comm1,asq33_comm1 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,6,"{'Sometimes': 1, 'Yes': 5}"
1244,asq33_comm1,asq33_comm1 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,12,"{'Not yet': 1, 'Sometimes': 1, 'Yes': 10}"
1245,asq33_comm2,asq33_comm2 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,6,"{'Sometimes': 2, 'Yes': 4}"
1246,asq33_comm2,asq33_comm2 from form asq and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 6),categorical,Asq,12,"{'Not yet': 4, 'Sometimes': 3, 'Yes': 5}"
1247,asq33_comm3,asq33_comm3 from form asq and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,asq,asq (Follow-up month 12),categorical,Asq,6,"{'Sometimes': 1, 'Yes': 5}"
