,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
817,asqse_8,asqse_8 from form asqse and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (enrollment),categorical,Asqse,228,"{'Often or always': 11, 'Rarely or never': 164, 'Sometimes': 53}"
818,asqse_9,asqse_9 from form asqse and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (18month),categorical,Asqse,572,"{'Often or always': 10, 'Rarely or never': 451, 'Sometimes': 111}"
819,asqse_9,asqse_9 from form asqse and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (enrollment),categorical,Asqse,229,"{'Often or always': 2, 'Rarely or never': 182, 'Sometimes': 45}"
820,asqse_concern,asqse_concern from form asqse and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (18month),categorical,Asqse,570,"{'No': 528, 'Yes': 42}"
821,asqse_concern,asqse_concern from form asqse and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (enrollment),categorical,Asqse,197,"{'No': 174, 'Yes': 23}"
822,asqse_count,asqse_count from form asqse and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (18month),continuous,Asqse,570,"{'min': np.float64(28.0), 'max': np.float64(31.0), 'mean': np.float64(30.96)}"
823,asqse_count,asqse_count from form asqse and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (enrollment),continuous,Asqse,198,"{'min': np.float64(26.0), 'max': np.float64(31.0), 'mean': np.float64(30.88)}"
824,asqse_score,asqse_score from form asqse and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (18month),continuous,Asqse,570,"{'min': np.float64(0.0), 'max': np.float64(145.0), 'mean': np.float64(26.71)}"
825,asqse_score,asqse_score from form asqse and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,asqse,asqse (enrollment),continuous,Asqse,197,"{'min': np.float64(0.0), 'max': np.float64(155.0), 'mean': np.float64(30.63)}"
826,atr_colldt,atr_colldt from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,Date
827,atr_colldt,atr_colldt from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,Date
828,atr_elizaedt,atr_elizaedt from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,Date
829,atr_elizaedt,atr_elizaedt from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,Date
830,atr_elizasdt,atr_elizasdt from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,Date
831,atr_elizasdt,atr_elizasdt from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,Date
832,atr_extractdt,atr_extractdt from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,21,Date
833,atr_extractdt,atr_extractdt from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,22,Date
834,atr_nneg,atr_nneg from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,25,"{'min': np.float64(0.0), 'max': np.float64(0.1), 'mean': np.float64(0.03)}"
835,atr_nneg,atr_nneg from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,28,"{'min': np.float64(0.0), 'max': np.float64(0.1), 'mean': np.float64(0.04)}"
836,atr_npos,atr_npos from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,25,"{'min': np.float64(1.3), 'max': np.float64(1.6), 'mean': np.float64(1.43)}"
837,atr_npos,atr_npos from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,28,"{'min': np.float64(1.3), 'max': np.float64(1.7), 'mean': np.float64(1.45)}"
838,atr_nres,atr_nres from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,"{'Negative': 16, 'Positive': 9}"
839,bayley_fmscale,bayley_fmscale from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),continuous,Bayley4,116,"{'min': np.float64(3.0), 'max': np.float64(16.0), 'mean': np.float64(9.88)}"
840,atr_nres,atr_nres from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,"{'Negative': 19, 'Positive': 9}"
841,atr_nval,atr_nval from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,25,"{'min': np.float64(0.05), 'max': np.float64(3.03), 'mean': np.float64(0.59)}"
842,atr_nval,atr_nval from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,28,"{'min': np.float64(0.04), 'max': np.float64(3.41), 'mean': np.float64(0.5)}"
843,atr_qcmetric,atr_qcmetric from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,{'Pass': 25}
844,atr_qcmetric,atr_qcmetric from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,{'Pass': 28}
845,atr_rbdneg,atr_rbdneg from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,25,"{'min': np.float64(0.0), 'max': np.float64(0.2), 'mean': np.float64(0.13)}"
846,atr_rbdneg,atr_rbdneg from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,28,"{'min': np.float64(0.0), 'max': np.float64(0.2), 'mean': np.float64(0.12)}"
847,atr_rbdpos,atr_rbdpos from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,25,"{'min': np.float64(1.1), 'max': np.float64(1.4), 'mean': np.float64(1.24)}"
848,atr_rbdpos,atr_rbdpos from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,28,"{'min': np.float64(1.1), 'max': np.float64(1.5), 'mean': np.float64(1.26)}"
849,atr_rbdres,atr_rbdres from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,"{'Negative': 4, 'Positive': 21}"
850,atr_rbdres,atr_rbdres from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,"{'Negative': 3, 'Positive': 25}"
851,atr_rbdval,atr_rbdval from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,25,"{'min': np.float64(0.12), 'max': np.float64(3.9), 'mean': np.float64(1.43)}"
852,atr_rbdval,atr_rbdval from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,28,"{'min': np.float64(0.13), 'max': np.float64(3.86), 'mean': np.float64(1.43)}"
853,atr_spotsent,atr_spotsent from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),continuous,Antibody Test Results,21,"{'min': np.float64(1.0), 'max': np.float64(1.0), 'mean': np.float64(1.0)}"
854,atr_spotsent,atr_spotsent from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),continuous,Antibody Test Results,22,"{'min': np.float64(1.0), 'max': np.float64(1.0), 'mean': np.float64(1.0)}"
855,atr_src,atr_src from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,"{'Blood Spot': 21, 'Plasma': 4}"
856,atr_src,atr_src from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,"{'Blood Spot': 22, 'Plasma': 6}"
857,atr_succeeded,atr_succeeded from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,{'Yes': 25}
858,atr_succeeded,atr_succeeded from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,{'Yes': 28}
859,bisq_nap,bisq_nap from form bisqr and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bisqr,bisqr (24month),continuous,Bisqr,273,"{'min': np.float64(0.0), 'max': np.float64(9.0), 'mean': np.float64(1.1)}"
860,atr_updatedt,atr_updatedt from form antibody_test_results and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (24month),categorical,Antibody Test Results,25,Date
861,atr_updatedt,atr_updatedt from form antibody_test_results and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,antibody_test_results,antibody_test_results (enrollment),categorical,Antibody Test Results,28,Date
862,bayley4,bayley_cglast from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,,continuous,Bayley4,104,"{'min': np.float64(5.0), 'max': np.float64(81.0), 'mean': np.float64(67.88)}"
863,bayley_cglast,bayley_cglast from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),categorical,Bayley4,115,"{'63': 13, '81': 11, '70': 10, '64': 9, '72': 8, '66': 7}"
864,bayley_cgpercentile,bayley_cgpercentile from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),continuous,Bayley4,104,"{'min': np.float64(0.1), 'max': np.float64(99.6), 'mean': np.float64(50.33)}"
865,bayley_cgpercentile,bayley_cgpercentile from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),continuous,Bayley4,116,"{'min': np.float64(0.1), 'max': np.float64(98.0), 'mean': np.float64(42.89)}"
866,bayley_cgraw,bayley_cgraw from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),continuous,Bayley4,104,"{'min': np.float64(36.0), 'max': np.float64(144.0), 'mean': np.float64(111.89)}"
867,bayley_cgraw,bayley_cgraw from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),continuous,Bayley4,116,"{'min': np.float64(10.0), 'max': np.float64(141.0), 'mean': np.float64(111.98)}"
868,bayley_cgscale,bayley_cgscale from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),continuous,Bayley4,104,"{'min': np.float64(1.0), 'max': np.float64(131.0), 'mean': np.float64(11.06)}"
869,bayley_cgscale,bayley_cgscale from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),continuous,Bayley4,116,"{'min': np.float64(1.0), 'max': np.float64(16.0), 'mean': np.float64(9.09)}"
870,bayley_cgstandard,bayley_cgstandard from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),continuous,Bayley4,104,"{'min': np.float64(55.0), 'max': np.float64(140.0), 'mean': np.float64(99.62)}"
871,bayley_cgstandard,bayley_cgstandard from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),continuous,Bayley4,116,"{'min': np.float64(55.0), 'max': np.float64(130.0), 'mean': np.float64(95.49)}"
872,bayley_cgstart,bayley_cgstart from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),categorical,Bayley4,104,"{'M': 47, 'N': 20, 'O': 20, 'J': 6, 'L': 5, 'K': 4}"
873,bayley_cgstart,bayley_cgstart from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),categorical,Bayley4,115,"{'O': 48, 'N': 35, 'M': 12, 'J': 9, 'I': 4, 'K': 3}"
874,bayley_dt,bayley_dt from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),categorical,Bayley4,104,Date
875,bayley_fmstart,bayley_fmstart from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),categorical,Bayley4,103,"{'J': 3, 'L': 4, 'M': 55, 'N': 20, 'O': 21}"
876,bayley_dt,bayley_dt from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),categorical,Bayley4,116,Date
877,bayley_eclast,bayley_eclast from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),categorical,Bayley4,104,"{'37': 42, '35': 17, '36': 9, '33': 6, '29': 5, '31': 5}"
878,bayley_eclast,bayley_eclast from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),categorical,Bayley4,115,"{'37': 49, '35': 20, '36': 7, '31': 5, '32': 5, '29': 4}"
879,bayley_ecpercentile,bayley_ecpercentile from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),continuous,Bayley4,100,"{'min': np.float64(0.1), 'max': np.float64(99.8), 'mean': np.float64(52.15)}"
880,bayley_ecpercentile,bayley_ecpercentile from form bayley4 and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (enrollment),continuous,Bayley4,113,"{'min': np.float64(0.11), 'max': np.float64(99.8), 'mean': np.float64(43.43)}"
881,bayley_ecraw,bayley_ecraw from form bayley4 and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,bayley4,bayley4 (24month),continuous,Bayley4,104,"{'min': np.float64(13.0), 'max': np.float64(73.0), 'mean': np.float64(51.85)}"
